START:0
4240	34	7844
4250	34	7844
4260	34	7844
4270	34	7844
4280	34	7844
4290	34	7844
4300	34	7844
4310	34	7844
4320	34	7844
4330	34	7844
4340	34	7844
4350	34	7844
4360	34	7844
4370	34	7844
4380	34	7844
4390	34	7844
4400	34	7844
4410	34	7844
4420	34	7844
4430	34	7844
4440	34	7844
4450	34	7844
4460	34	7844
4470	34	7844
4480	34	7844
4490	34	7844
4500	34	7844
4510	34	7844
4520	34	7844
4530	34	7844
4540	34	7844
4550	34	7844
4560	34	7844
4570	34	7844
4580	34	7844
4590	34	7844
4600	34	7844
4610	34	7844
4620	34	7844
4630	34	7844
4640	34	7844
4650	34	7844
4660	34	7844
4670	34	7844
4680	34	7844
4690	34	7844
4700	34	7844
4710	34	7844
4720	34	7844
4730	34	7844
4740	34	7844
4750	34	7844
4760	34	7844
4770	34	7844
4780	34	7844
4790	34	7844
4800	34	7844
4810	34	7844
4820	34	7844
4830	34	7844
4840	34	7844
4850	34	7844
4860	34	7844
4870	34	7844
4880	34	7844
4890	34	7844
4900	34	7844
4910	34	7844
4920	34	7844
4930	34	7844
4940	34	7844
4950	34	7844
4960	34	7844
4970	34	7844
4980	34	7844
4990	34	7844
5000	34	7844
5010	34	7844
5020	34	7844
5030	34	7844
5040	34	7844
5050	34	7844
5060	34	7844
5070	34	7844
5080	34	7844
5090	34	7844
5100	34	7844
5110	34	7844
5120	34	7844
5130	34	7844
5140	34	7844
5150	34	7844
5160	34	7844
5170	34	7844
5180	34	7844
5190	34	7844
5200	34	7844
5210	34	7844
5220	34	7844
5230	34	7844
5240	34	7844
5250	34	7844
5260	34	7844
5270	34	7844
STOP:5270
BREAK:5270
